title,text,rating,date,user,userLocation,text_len,text_clean,tokens,token_count,tokens_lemma,text_processed,sentimiento
Not accessible!!!,We went to old town on Saturday January 5th and most of the main tourist streets were completely barricaded off. About 3 blocks in every direction Plaza Grande was blocked off by steel barricades and police but there was no signage on why it wasn’t accessible.  There was also a language barrier so we couldn’t figure out why no one could go in the main part of the historic district. Petty big bummer since we only has one day there.,2,2025-01-05,AWood1,,434,we went to old town on saturday january th and most of the main tourist streets were completely barricaded off about blocks in every direction plaza grande was blocked off by steel barricades and police but there was no signage on why it wasn t accessible there was also a language barrier so we couldn t figure out why no one could go in the main part of the historic district petty big bummer since we only has one day there,"['saturday', 'january', 'main', 'tourist', 'streets', 'completely', 'barricaded', 'blocks', 'every', 'direction', 'plaza', 'grande', 'blocked', 'steel', 'barricades', 'police', 'signage', 'accessible', 'language', 'barrier', 'figure', 'main', 'part', 'historic', 'district', 'petty', 'big', 'bummer', 'since']",29,"['saturday', 'january', 'main', 'tourist', 'street', 'completely', 'barricaded', 'block', 'every', 'direction', 'plaza', 'grande', 'blocked', 'steel', 'barricade', 'police', 'signage', 'accessible', 'language', 'barrier', 'figure', 'main', 'part', 'historic', 'district', 'petty', 'big', 'bummer', 'since']",saturday january main tourist street completely barricaded block every direction plaza grande blocked steel barricade police signage accessible language barrier figure main part historic district petty big bummer since,Negativo
Cool spot but be cautious,"A beautiful area to walk around with many amazing cathedrals and historic buildings. We toured a few churches. There were also a few people dressed up as characters that kids/fans might enjoy. Most spots seemed to be cash only but prices are low.Please use basic safety precautions. If you're taking pictures with your phone, keep a firm grip or have someone 'spot' you. You'll need small bills/dollar coins to enter most of the attractions. Make sure to store cash safely on your person. Avoid being out after dark. Even the locals do this so best to follow their lead.",5,2024-12-31,Jordan,"Columbus, Ohio",570,a beautiful area to walk around with many amazing cathedrals and historic buildings we toured a few churches there were also a few people dressed up as characters that kids fans might enjoy most spots seemed to be cash only but prices are low please use basic safety precautions if you re taking pictures with your phone keep a firm grip or have someone spot you you ll need small bills dollar coins to enter most of the attractions make sure to store cash safely on your person avoid being out after dark even the locals do this so best to follow their lead,"['beautiful', 'area', 'walk', 'around', 'many', 'amazing', 'cathedrals', 'historic', 'buildings', 'toured', 'churches', 'people', 'dressed', 'characters', 'kids', 'fans', 'might', 'enjoy', 'spots', 'seemed', 'cash', 'prices', 'low', 'please', 'use', 'basic', 'safety', 'precautions', 'taking', 'pictures', 'phone', 'keep', 'firm', 'grip', 'someone', 'spot', 'need', 'small', 'bills', 'dollar', 'coins', 'enter', 'attractions', 'sure', 'store', 'cash', 'safely', 'person', 'avoid', 'dark', 'locals', 'best', 'follow', 'lead']",54,"['beautiful', 'area', 'walk', 'around', 'many', 'amazing', 'cathedral', 'historic', 'building', 'toured', 'church', 'people', 'dressed', 'character', 'kid', 'fan', 'might', 'enjoy', 'spot', 'seemed', 'cash', 'price', 'low', 'please', 'use', 'basic', 'safety', 'precaution', 'taking', 'picture', 'phone', 'keep', 'firm', 'grip', 'someone', 'spot', 'need', 'small', 'bill', 'dollar', 'coin', 'enter', 'attraction', 'sure', 'store', 'cash', 'safely', 'person', 'avoid', 'dark', 'local', 'best', 'follow', 'lead']",beautiful area walk around many amazing cathedral historic building toured church people dressed character kid fan might enjoy spot seemed cash price low please use basic safety precaution taking picture phone keep firm grip someone spot need small bill dollar coin enter attraction sure store cash safely person avoid dark local best follow lead,Positivo
Walk in the historic center,"The historic center of Quito is simply charming! There are many ancient churches, which are worth visiting to see the details of the buildings. It is also worth walking to La Ronda, a gastronomic place where you can meet various restaurants and bars. The church museum is also worth visiting and at the end of the tour enjoy the craft beer.",5,2024-12-12,Josie Raquel Estrella,,340,the historic center of quito is simply charming there are many ancient churches which are worth visiting to see the details of the buildings it is also worth walking to la ronda a gastronomic place where you can meet various restaurants and bars the church museum is also worth visiting and at the end of the tour enjoy the craft beer,"['historic', 'center', 'simply', 'charming', 'many', 'ancient', 'churches', 'worth', 'visiting', 'details', 'buildings', 'worth', 'walking', 'ronda', 'gastronomic', 'meet', 'various', 'restaurants', 'bars', 'church', 'museum', 'worth', 'visiting', 'end', 'tour', 'enjoy', 'craft', 'beer']",28,"['historic', 'center', 'simply', 'charming', 'many', 'ancient', 'church', 'worth', 'visiting', 'detail', 'building', 'worth', 'walking', 'ronda', 'gastronomic', 'meet', 'various', 'restaurant', 'bar', 'church', 'museum', 'worth', 'visiting', 'end', 'tour', 'enjoy', 'craft', 'beer']",historic center simply charming many ancient church worth visiting detail building worth walking ronda gastronomic meet various restaurant bar church museum worth visiting end tour enjoy craft beer,Positivo
Be vigilent of your surroundings,"Our guide walked us down the Street of Seven Crosses and gave us a brief history of each of the seven churches along the street.  We then walked through Independence Square and then onto Plaza de San Francisco, and final a visit to Yumbos chocolate factory. The colonial architecture was amazing and everywhere was busy with locals and tourists, with many artists set up on the side of the streets selling paintings, knitted garments and much more. Plenty of police around on every corner so we felt relatively safe.",4,2024-10-30,Peter R,,516,our guide walked us down the street of seven crosses and gave us a brief history of each of the seven churches along the street we then walked through independence square and then onto plaza de san francisco and final a visit to yumbos chocolate factory the colonial architecture was amazing and everywhere was busy with locals and tourists with many artists set up on the side of the streets selling paintings knitted garments and much more plenty of police around on every corner so we felt relatively safe,"['guide', 'walked', 'street', 'seven', 'crosses', 'gave', 'brief', 'history', 'seven', 'churches', 'along', 'street', 'walked', 'independence', 'square', 'onto', 'plaza', 'san', 'francisco', 'final', 'yumbos', 'chocolate', 'factory', 'colonial', 'architecture', 'amazing', 'everywhere', 'busy', 'locals', 'tourists', 'many', 'artists', 'set', 'side', 'streets', 'selling', 'paintings', 'knitted', 'garments', 'plenty', 'police', 'around', 'every', 'corner', 'felt', 'relatively', 'safe']",47,"['guide', 'walked', 'street', 'seven', 'cross', 'gave', 'brief', 'history', 'seven', 'church', 'along', 'street', 'walked', 'independence', 'square', 'onto', 'plaza', 'san', 'francisco', 'final', 'yumbos', 'chocolate', 'factory', 'colonial', 'architecture', 'amazing', 'everywhere', 'busy', 'local', 'tourist', 'many', 'artist', 'set', 'side', 'street', 'selling', 'painting', 'knitted', 'garment', 'plenty', 'police', 'around', 'every', 'corner', 'felt', 'relatively', 'safe']",guide walked street seven cross gave brief history seven church along street walked independence square onto plaza san francisco final yumbos chocolate factory colonial architecture amazing everywhere busy local tourist many artist set side street selling painting knitted garment plenty police around every corner felt relatively safe,Positivo
"So crazy busy, hard to enjoy","While beautiful and historic, the beauty is ruined with graffiti and pan handlers. Many of the old buildings are covered in graffiti, the streets are extremely crowded, and everyone local (hotel staff and  taxi drivers) warned us to be very careful, and not to even display our cell phones because the theft is so bad. Even when in 2 different taxi the drivers told us to put our phone away while in the taxi. Very uncomfortable feeling.The constant worry ruined the beauty for me.  We spent about an hour and got out.  The traffic to get to old town is also crazy. Took nearly 20 minutes to get 6 blocks.",2,2024-10-18,jekberg,"Waukesha, Wisconsin",605,while beautiful and historic the beauty is ruined with graffiti and pan handlers many of the old buildings are covered in graffiti the streets are extremely crowded and everyone local hotel staff and taxi drivers warned us to be very careful and not to even display our cell phones because the theft is so bad even when in different taxi the drivers told us to put our phone away while in the taxi very uncomfortable feeling the constant worry ruined the beauty for me we spent about an hour and got out the traffic to get to old town is also crazy took nearly minutes to get blocks,"['beautiful', 'historic', 'beauty', 'ruined', 'graffiti', 'pan', 'handlers', 'many', 'buildings', 'covered', 'graffiti', 'streets', 'extremely', 'crowded', 'everyone', 'local', 'hotel', 'staff', 'taxi', 'drivers', 'warned', 'careful', 'display', 'cell', 'phones', 'theft', 'bad', 'different', 'taxi', 'drivers', 'told', 'put', 'phone', 'away', 'taxi', 'uncomfortable', 'feeling', 'constant', 'worry', 'ruined', 'beauty', 'spent', 'hour', 'traffic', 'crazy', 'nearly', 'minutes', 'blocks']",48,"['beautiful', 'historic', 'beauty', 'ruined', 'graffiti', 'pan', 'handler', 'many', 'building', 'covered', 'graffiti', 'street', 'extremely', 'crowded', 'everyone', 'local', 'hotel', 'staff', 'taxi', 'driver', 'warned', 'careful', 'display', 'cell', 'phone', 'theft', 'bad', 'different', 'taxi', 'driver', 'told', 'put', 'phone', 'away', 'taxi', 'uncomfortable', 'feeling', 'constant', 'worry', 'ruined', 'beauty', 'spent', 'hour', 'traffic', 'crazy', 'nearly', 'minute', 'block']",beautiful historic beauty ruined graffiti pan handler many building covered graffiti street extremely crowded everyone local hotel staff taxi driver warned careful display cell phone theft bad different taxi driver told put phone away taxi uncomfortable feeling constant worry ruined beauty spent hour traffic crazy nearly minute block,Negativo
Not incredible.,"The historic center of Quito, is the same as any historic center. Really nothing special. Watch out for the pickpoket.",3,2024-09-28,Kevin,,118,the historic center of quito is the same as any historic center really nothing special watch out for the pickpoket,"['historic', 'center', 'historic', 'center', 'nothing', 'special', 'watch', 'pickpoket']",8,"['historic', 'center', 'historic', 'center', 'nothing', 'special', 'watch', 'pickpoket']",historic center historic center nothing special watch pickpoket,Neutro
Great Experience,Interesting history of the quito old town.We enjoyed walking the old town.Many nice places to eat and shop.worth visiting.,5,2024-09-04,paulo diego,,122,interesting history of the quito old town we enjoyed walking the old town many nice places to eat and shop worth visiting,"['interesting', 'history', 'enjoyed', 'walking', 'many', 'nice', 'places', 'eat', 'shop', 'worth', 'visiting']",11,"['interesting', 'history', 'enjoyed', 'walking', 'many', 'nice', 'place', 'eat', 'shop', 'worth', 'visiting']",interesting history enjoyed walking many nice place eat shop worth visiting,Positivo
Safe and interesting,"Really worth seeing, take a guide and listen about interesting history of Quito and also about nowadays situation, troubles, politics. You can manage almost all the major places in half day / day. Enjoy a cup of cocoa on your way",4,2024-08-20,Martin K,,229,really worth seeing take a guide and listen about interesting history of quito and also about nowadays situation troubles politics you can manage almost all the major places in half day day enjoy a cup of cocoa on your way,"['worth', 'seeing', 'take', 'guide', 'listen', 'interesting', 'history', 'nowadays', 'situation', 'troubles', 'politics', 'manage', 'almost', 'major', 'places', 'half', 'enjoy', 'cup', 'cocoa', 'way']",20,"['worth', 'seeing', 'take', 'guide', 'listen', 'interesting', 'history', 'nowadays', 'situation', 'trouble', 'politics', 'manage', 'almost', 'major', 'place', 'half', 'enjoy', 'cup', 'cocoa', 'way']",worth seeing take guide listen interesting history nowadays situation trouble politics manage almost major place half enjoy cup cocoa way,Positivo
Exploring Quito through sights and tastes,"Walking through Quito's Old Town is indeed a delightful experience. The cobblestone streets add a historic charm, transporting you back in time. The well-preserved buildings, with their colonial architecture and intricate details, showcase the city's rich history and cultural heritage. Around each corner, you’ll find quaint places to explore and enjoy a taste of their world-famous chocolate paired with delicious pastries. Quito will not only immerse you in visual sights but also in tasteful charm.",4,2024-08-10,Angel F,,502,walking through quito s old town is indeed a delightful experience the cobblestone streets add a historic charm transporting you back in time the well preserved buildings with their colonial architecture and intricate details showcase the city s rich history and cultural heritage around each corner you ll find quaint places to explore and enjoy a taste of their world famous chocolate paired with delicious pastries quito will not only immerse you in visual sights but also in tasteful charm,"['walking', 'indeed', 'delightful', 'experience', 'cobblestone', 'streets', 'add', 'historic', 'charm', 'transporting', 'preserved', 'buildings', 'colonial', 'architecture', 'intricate', 'details', 'showcase', 'city', 'rich', 'history', 'cultural', 'heritage', 'around', 'corner', 'find', 'quaint', 'places', 'explore', 'enjoy', 'taste', 'world', 'famous', 'chocolate', 'paired', 'delicious', 'pastries', 'immerse', 'visual', 'sights', 'tasteful', 'charm']",41,"['walking', 'indeed', 'delightful', 'experience', 'cobblestone', 'street', 'add', 'historic', 'charm', 'transporting', 'preserved', 'building', 'colonial', 'architecture', 'intricate', 'detail', 'showcase', 'city', 'rich', 'history', 'cultural', 'heritage', 'around', 'corner', 'find', 'quaint', 'place', 'explore', 'enjoy', 'taste', 'world', 'famous', 'chocolate', 'paired', 'delicious', 'pastry', 'immerse', 'visual', 'sight', 'tasteful', 'charm']",walking indeed delightful experience cobblestone street add historic charm transporting preserved building colonial architecture intricate detail showcase city rich history cultural heritage around corner find quaint place explore enjoy taste world famous chocolate paired delicious pastry immerse visual sight tasteful charm,Positivo
Voyage in South America,"Beautiful, stylish city, colonial buildings, valuables left in the hotel, so walked freely, in the historical center lot of police. All very beautiful, lots of cafes",5,2024-07-30,Yulia K,,165,beautiful stylish city colonial buildings valuables left in the hotel so walked freely in the historical center lot of police all very beautiful lots of cafes,"['beautiful', 'stylish', 'city', 'colonial', 'buildings', 'valuables', 'left', 'hotel', 'walked', 'freely', 'historical', 'center', 'lot', 'police', 'beautiful', 'lots', 'cafes']",17,"['beautiful', 'stylish', 'city', 'colonial', 'building', 'valuable', 'left', 'hotel', 'walked', 'freely', 'historical', 'center', 'lot', 'police', 'beautiful', 'lot', 'cafe']",beautiful stylish city colonial building valuable left hotel walked freely historical center lot police beautiful lot cafe,Positivo
Beautiful walk for the family,"For the weekend to escape a moment to tour the historic center is beautiful, the ease of the metro made us arrive in 7 minutes, the weather accompanied us and we could enjoy the churches and the round! Do not hesitate to visit if you have no plans for a weekend!!",5,2024-07-09,Monica,"Quito, Ecuador",263,for the weekend to escape a moment to tour the historic center is beautiful the ease of the metro made us arrive in minutes the weather accompanied us and we could enjoy the churches and the round do not hesitate to visit if you have no plans for a weekend,"['weekend', 'escape', 'moment', 'tour', 'historic', 'center', 'beautiful', 'ease', 'metro', 'made', 'arrive', 'minutes', 'weather', 'accompanied', 'enjoy', 'churches', 'round', 'hesitate', 'plans', 'weekend']",20,"['weekend', 'escape', 'moment', 'tour', 'historic', 'center', 'beautiful', 'ease', 'metro', 'made', 'arrive', 'minute', 'weather', 'accompanied', 'enjoy', 'church', 'round', 'hesitate', 'plan', 'weekend']",weekend escape moment tour historic center beautiful ease metro made arrive minute weather accompanied enjoy church round hesitate plan weekend,Positivo
One of the most beautiful in Latin America,"In the great and chaotic capital there is this historic center that really left us speechless, both because the buildings, squares and various churches are preserved very well, but also for the atmosphere with colonial flavors and for the beautiful natural setting that surrounds it: in my opinion one of the most beautiful historic centers in a capital that I have seen in South and Central America! Traffic is a bit 'felt in the main arteries and at 2,850 m the smog is even heavier (never as much as in Cuenca!), but nevertheless inside are located purely pedestrian areas or limited traffic and so the problem I have not felt too much. The same goes for security: during the day it is heavily manned by police and police auxiliaries, so much so that I have never felt uncomfortable walking around (of course, as everywhere in the big cities of the world you always have to pay attention). Then I must say that Ecuadorians are fantastic people, kind and always available!",5,2024-06-28,MickyCri,"Bergamo, Italy",974,in the great and chaotic capital there is this historic center that really left us speechless both because the buildings squares and various churches are preserved very well but also for the atmosphere with colonial flavors and for the beautiful natural setting that surrounds it in my opinion one of the most beautiful historic centers in a capital that i have seen in south and central america traffic is a bit felt in the main arteries and at m the smog is even heavier never as much as in cuenca but nevertheless inside are located purely pedestrian areas or limited traffic and so the problem i have not felt too much the same goes for security during the day it is heavily manned by police and police auxiliaries so much so that i have never felt uncomfortable walking around of course as everywhere in the big cities of the world you always have to pay attention then i must say that ecuadorians are fantastic people kind and always available,"['great', 'chaotic', 'capital', 'historic', 'center', 'left', 'speechless', 'buildings', 'squares', 'various', 'churches', 'preserved', 'atmosphere', 'colonial', 'flavors', 'beautiful', 'natural', 'setting', 'surrounds', 'opinion', 'beautiful', 'historic', 'centers', 'capital', 'seen', 'south', 'central', 'america', 'traffic', 'bit', 'felt', 'main', 'arteries', 'smog', 'heavier', 'never', 'cuenca', 'nevertheless', 'inside', 'located', 'purely', 'pedestrian', 'areas', 'limited', 'traffic', 'problem', 'felt', 'goes', 'security', 'heavily', 'manned', 'police', 'police', 'auxiliaries', 'never', 'felt', 'uncomfortable', 'walking', 'around', 'course', 'everywhere', 'big', 'cities', 'world', 'always', 'pay', 'attention', 'must', 'say', 'ecuadorians', 'fantastic', 'people', 'kind', 'always', 'available']",75,"['great', 'chaotic', 'capital', 'historic', 'center', 'left', 'speechless', 'building', 'square', 'various', 'church', 'preserved', 'atmosphere', 'colonial', 'flavor', 'beautiful', 'natural', 'setting', 'surround', 'opinion', 'beautiful', 'historic', 'center', 'capital', 'seen', 'south', 'central', 'america', 'traffic', 'bit', 'felt', 'main', 'artery', 'smog', 'heavier', 'never', 'cuenca', 'nevertheless', 'inside', 'located', 'purely', 'pedestrian', 'area', 'limited', 'traffic', 'problem', 'felt', 'go', 'security', 'heavily', 'manned', 'police', 'police', 'auxiliary', 'never', 'felt', 'uncomfortable', 'walking', 'around', 'course', 'everywhere', 'big', 'city', 'world', 'always', 'pay', 'attention', 'must', 'say', 'ecuadorian', 'fantastic', 'people', 'kind', 'always', 'available']",great chaotic capital historic center left speechless building square various church preserved atmosphere colonial flavor beautiful natural setting surround opinion beautiful historic center capital seen south central america traffic bit felt main artery smog heavier never cuenca nevertheless inside located purely pedestrian area limited traffic problem felt go security heavily manned police police auxiliary never felt uncomfortable walking around course everywhere big city world always pay attention must say ecuadorian fantastic people kind always available,Positivo
